ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001213900-25-119376	/s/ Bedii Can Yucaoglu	08-DEC-2025
0001345016-25-000083	/s/ Vanessa J. Oh, Attorney-in-Fact	08-DEC-2025
0001193125-25-311580	/s/Dawna Gibb, by Power of Attorney	08-DEC-2025
0002001011-25-000122	By: /s/ Andrew Reardon, Attorney-in-Fact For: Jason Aryeh	08-DEC-2025
0002001011-25-000121	By: /s/ Andrew Reardon, Attorney-in-Fact For: Todd C. Davis	08-DEC-2025
0001193125-25-311575	/s/Dawna Gibb, by Power of Attorney	08-DEC-2025
0001193125-25-311570	/s/Dawna Gibb, by Power of Attorney	08-DEC-2025
0000899140-25-001415	Corre Horizon II Fund, LP By: Corre Partners Advisors, LLC, its general partner /s/ John Barrett, Managing Member	08-DEC-2025
0000899140-25-001415	Corre Horizon Fund, LP By: Corre Partners Advisors, LLC, its general partner /s/ John Barrett, Managing Member	08-DEC-2025
0000899140-25-001415	Corre Opportunities Qualified Master Fund, LP By: Corre Partners Advisors, LLC, its general partner /s/ John Barrett, Managing Member	08-DEC-2025
0000899140-25-001415	Corre Partners Management, LLC /s/ John Barrett, Managing Member	08-DEC-2025
0001075736-25-000029	/s/Jon Brinton	08-DEC-2025
0002083786-25-000010	/s/ Erin H. Abrams, as attorney-in-fact	08-DEC-2025
0001859451-25-000007	/s/ Ryan Sakamoto, Attorney-in-Fact for Reporting Person	08-DEC-2025
0000093410-25-000128	/s/ Rose Z. Pierson, Attorney-in-Fact for Andrew Benjamin Walz	08-DEC-2025
0001496862-25-000013	Kelly C. Simoneaux, attorney-in-fact for L. Barbee Ponder IV	08-DEC-2025
0001571391-25-000022	Kelly C. Simoneaux, attorney-in-fact for Rebecca Clary	08-DEC-2025
0001193125-25-311559	/s/ Benjamin G. Jackson, Attorney-in-fact	08-DEC-2025
0001631062-25-000006	/s/ Shanti Ariker pursuant to power of attorney	08-DEC-2025
0001193125-25-311557	BTO - NQ SIDE-BY-SIDE GP L.L.C., By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311557	BLACKSTONE FAMILY TACTICAL OPPORTUNITIES INVESTMENT PARTNERSHIP - NQ - ESC L.P., By: BTO - NQ Side-by-Side GP L.L.C., its general partner By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311557	BLACKSTONE TACTICAL OPPORTUNITIES ASSOCIATES - NQ L.L.C., By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311557	BTOA - NQ L.L.C., By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311557	BLACKSTONE HOLDINGS II L.P., By: Blackstone Holdings I/II GP L.L.C., its general partner, By: /s/ Victoria Portnoy, Name: Victoria Portnoy, Title: Managing Director - Assistant Secretary	08-DEC-2025
0001193125-25-311557	BLACKSTONE HOLDINGS I/II GP L.L.C., By: /s/ Victoria Portnoy, Name: Victoria Portnoy, Title: Managing Director - Assistant Secretary	08-DEC-2025
0001193125-25-311557	BTO URBAN HOLDINGS II L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its general partner, By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0000093410-25-000126	/s/ Rose Z. Pierson, Attorney-in-Fact for Robert Clay Neff, Jr.	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - N - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P., By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - O - NQ L.P. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - L - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P., By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - C - NQ L.P. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - S - NQ L.P. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - I - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - A (RA) - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P., By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND II - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BLACKSTONE TACTICAL OPPORTUNITIES FUND - NQ L.P., By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P., By: BTOA - NQ L.L.C., its sole member, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311556	BTO URBAN HOLDINGS L.L.C., By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001213900-25-119354	Sanguinetti Kevin	05-DEC-2025
0001213900-25-119353	Skinner Deborah E	05-DEC-2025
0001193125-25-311548	/s/ Stephen A. Schwarzman	08-DEC-2025
0001193125-25-311548	BLACKSTONE INC., By: /s/ Victoria Portnoy, Name: Victoria Portnoy, Title: Managing Director - Assistant Secretary	08-DEC-2025
0001193125-25-311548	BLACKSTONE FAMILY GP LLC, By: /s/ Victoria Portnoy, Name: Victoria Portnoy, Title: Managing Director - Assistant Secretary	08-DEC-2025
0001193125-25-311548	BLACKSTONE GROUP MANAGEMENT L.L.C., By: /s/ Victoria Portnoy, Name: Victoria Portnoy, Title: Managing Director - Assistant Secretary	08-DEC-2025
0001193125-25-311548	BLACKSTONE TACTICAL OPPORTUNITIES FUND - U - NQ L.L.C. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311548	BLACKSTONE FAMILY TACTICAL OPPORTUNITIES INVESTMENT PARTNERSHIP SMD L.P., By: Blackstone Family GP LLC, its general partner, By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311548	BTAS ASSOCIATES - NQ L.L.C., By: Blackstone Holdings II L.P., its managing member, By: Blackstone Holdings I/II GP L.L.C., its general partner, By: /s/ Anna Guerin, Name: Anna Guerin, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311548	BTAS NQ HOLDINGS L.L.C., By: BTAS Associates - NQ L.L.C., its managing member, By: Blackstone Holdings II L.P., its managing member, By: Blackstone Holdings I/II GP L.L.C., its G.P., By: /s/ Anna Guerin, Name: Anna Guerin, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311548	BLACKSTONE TACTICAL OPPORTUNITIES FUND - T - NQ L.P. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001193125-25-311548	BLACKSTONE TACTICAL OPPORTUNITIES FUND II - C - NQ L.P. By: Blackstone Tactical Opportunities Associates - NQ L.L.C., its G.P. By: BTOA - NQ L.L.C., its sole member By: /s/ Christopher J. James, Name: Christopher J. James, Title: Authorized Signatory	08-DEC-2025
0001213900-25-119351	Green Steven K.	05-DEC-2025
0001075736-25-000025	/s/Ron Vincent	08-DEC-2025
0001322076-25-000003	By: Dennis Byrnes, Attorney in Fact For: Erich J Litch	08-DEC-2025
0001213900-25-119350	James Craig W.	05-DEC-2025
0001213900-25-119349	CORUM EDWARD JR	05-DEC-2025
0002004141-25-000018	/s/ Lei Wu, Attorney-in-fact, for each of the reporting persons named herein	08-DEC-2025
0001213900-25-119347	Weubbe John W	05-DEC-2025
0002014812-25-000007	Abraham Kuruvilla	08-DEC-2025
0001581342-25-000014	/s/ Michael S. Frankel	08-DEC-2025
0002099742-25-000005	/s/ Louis Capocasale, Attorney-in-fact for Stacy L. Minero	08-DEC-2025
0002099742-25-000003	/s/ Louis Capocasale, Attorney-in-fact for Stacy L. Minero	08-DEC-2025
0001140361-25-044903	/s/ Benjamin Sullivan, Attorney-in-Fact	08-DEC-2025
0001193125-25-311522	Stacy Nguyen, Attorney-in-Fact	08-DEC-2025
0001809519-25-000152	/s/ Gracye Cheng, Attorney-in-Fact for Romin Nabiey	08-DEC-2025
0001809519-25-000151	/s/ Gracye Cheng, Attorney-in-Fact for Romin Nabiey	08-DEC-2025
0001628280-25-055906	/s/ Christopher J. Joyce	08-DEC-2025
0002063900-25-000004	Ronald Craig Shultz	08-DEC-2025
0001470831-25-000388	/s/ Raphael Deferiere, attorney-in-fact	08-DEC-2025
0000889331-25-000221	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001185185-25-001971	/s/ Abhay Pande	08-DEC-2025
0001895148-25-000007	/s/ Adam Eltoukhy, attorney-in-fact on behalf of Dominic Phillips	08-DEC-2025
0001437749-25-037189	/s/ John H. Batten	08-DEC-2025
0001777095-25-000005	/s/Sean McGrath by power of attorney filed 06/06/2023	08-DEC-2025
0001214659-25-017726	/s/ Carrie H. Darling, Attorney-in-fact	08-DEC-2025
0000277135-25-000173	/s/ Paul Stanukinas, by POA from Donald G. Macpherson, Chairman and CEO	08-DEC-2025
0001471555-25-000004	Carla Brenwald, Attorney-in-fact	08-DEC-2025
0001193125-25-311505	/s/ Bruce Jacobs, as Attorney-in-Fact	08-DEC-2025
0001193125-25-311504	/s/ Bruce Jacobs, as Attorney-in-Fact	08-DEC-2025
0000789019-25-000110	Julia Stark, Attorney-in-fact for John David Rainey	08-DEC-2025
0001193125-25-311503	/s/ Bruce Jacobs, as Attorney-in-Fact	08-DEC-2025
0001247706-25-000004	Thomas B. Heacock by Power of Attorney	08-DEC-2025
0001433644-25-000008	/s/ Marie Reider, Attorney-in-Fact	08-DEC-2025
0002077326-25-000006	Richard J. Roth, III, Attorney In Fact	08-DEC-2025
0002074667-25-000008	/s/ Grace Wong-Sarad	08-DEC-2025
0000036966-25-000158	/s/ Peter V. Letsou, attorney-in-fact	08-DEC-2025
0001493152-25-026708	/s/ Huiwen Yao	08-DEC-2025
0001493152-25-026707	/s/ Maya Bernal	08-DEC-2025
0001075736-25-000023	/s/ Jeffery G. Korn	08-DEC-2025
0001470831-25-000386	/s/ Will Solis, Attorney-in-Fact	08-DEC-2025
0001158922-25-000017	/s/ Brian D. Short, Attorney-in-Fact	08-DEC-2025
0001994714-25-000005	/s/ Brian D. Short, Attorney-in-Fact	08-DEC-2025
0001225208-25-009791	Linda J. Park, Attorney-in-Fact	08-DEC-2025
0001252191-25-000005	/s/Sean McGrath by power of attorney filed 06/13/2024	08-DEC-2025
0001444856-25-000005	/s/ Amy K. O'Keefe by Kelly Baker, attorney-in-fact	08-DEC-2025
0001585521-25-000208	/s/ Aparna Bawa, Attorney-in-Fact	08-DEC-2025
0000104169-25-000203	/s/ Jennifer F. Rudolph, by Power of Attorney	08-DEC-2025
0001225208-25-009790	/s/ Hope M. Spencer, Attorney-in-Fact	08-DEC-2025
0001750415-25-000008	/s/ Debra Kupferman by Power of Attorney	08-DEC-2025
0001493152-25-026703	/s/ George Brandon	08-DEC-2025
0001346345-25-000006	/s/ John D. DiLullo	08-DEC-2025
0001193125-25-311467	/s/ Travis Goff	08-DEC-2025
0001428849-25-000003	/s/ Christina Banthin, by POA from Peter Zaffino	08-DEC-2025
0001213900-25-119316	/s/ D. Jonathan Merriman	08-DEC-2025
0001075736-25-000021	/s/Douglas Walter Gaylor	08-DEC-2025
0001888289-25-000007	/s/ Rachel Roepke, attorney-in-fact	08-DEC-2025
0001061983-25-000049	/s/ John O. Faurescu, attorney-in-fact for Mr. Callos	08-DEC-2025
0001317945-25-000012	Susan B. Asch, Attorney-in-fact	08-DEC-2025
0001581760-25-000239	/s/ Allison Chang, Attorney-in-Fact	08-DEC-2025
0001437749-25-037179	/s/ Jay Goldbaum as Attorney In Fact for Patrick Francois Schaub	08-DEC-2025
0001581760-25-000237	/s/ Jay Sood, Attorney-in-Fact	08-DEC-2025
0000889331-25-000219	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001680503-25-000007	/s/ Lisa Kamibayashi as Attorney-In-Fact for Alan Arizumi	08-DEC-2025
0001581760-25-000235	/s/ Allison Chang, Attorney-in-Fact	08-DEC-2025
0000889331-25-000217	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001193125-25-311443	/s/ Ned Preston Attorney-in-Fact for Paul Sutherland	08-DEC-2025
0001855767-25-000038	/s/ Brad Brubaker, Attorney-in-Fact	08-DEC-2025
0001543401-25-000005	/s/ Brad Brubaker	08-DEC-2025
0001213900-25-119312	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001213900-25-119311	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0000889331-25-000215	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001213900-25-119310	/s/ James Cong Hoan Nguyen	08-DEC-2025
0000904454-25-000629	/s/ Ryan E. Driscoll, Attorney-in-Fact	08-DEC-2025
0001213900-25-119308	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001476512-25-000005	/s/ Lisa Storey, Attorney-in-fact	08-DEC-2025
0000707179-25-000083	/s/ Andrea L. Stangl, as Attorney-In-Fact for James A. Sandgren	08-DEC-2025
0001213900-25-119307	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0000889331-25-000213	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001213900-25-119306	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001213900-25-119304	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001784996-25-000047	By: Winston King, Attorney-in-Fact for Michael George Rosenbaum	08-DEC-2025
0001213900-25-119302	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001856574-25-000007	/s/ Lisa Storey	08-DEC-2025
0000889331-25-000211	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001213900-25-119301	/s/ James Cong Hoan Nguyen, as Attorney-in-Fact	08-DEC-2025
0001856906-25-000007	/s/ Lisa Storey, Attorney-in-fact	08-DEC-2025
0000889331-25-000209	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001856776-25-000007	/s/ Lisa Storey, Attorney-in-fact	08-DEC-2025
0001475586-25-000006	/s/ Robert Turner, by power of attorney	08-DEC-2025
0000707179-25-000082	/s/ Andrea L. Stangl, as Attorney-In-Fact for James C. Ryan, III	08-DEC-2025
0000904454-25-000627	/s/ Ambra R. Roth, Attorney-in-Fact	08-DEC-2025
0001104659-25-119362	By: /s/ Min Lee, General Counsel of 8 Rivers Capital, LLC, its Manager	08-DEC-2025
0001104659-25-119360	/s/ Jan Stahlberg	08-DEC-2025
0001104659-25-119360	/s/ Jan Stahlberg, as Board Member of Trill AB	08-DEC-2025
0000101382-25-000023	/s/ Jason Bartel, attorney-in-fact for Mr. Kemper	08-DEC-2025
0001104659-25-119359	By: /s/ Min Lee, General Counsel of 8 Rivers Capital, LLC	08-DEC-2025
0001104659-25-119359	By: /s/ Damian R. Beauchamp	08-DEC-2025
0001660799-25-000006	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001193125-25-311415	/s/ Ned Preston Attorney-in-Fact for Yonathan Nuta	08-DEC-2025
0001280233-25-000007	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001628280-25-055886	/s/ Jennifer H. Mak by Isaiah Fields, Attorney-in-Fact	08-DEC-2025
0001225208-25-009789	/s/ Paul R. Sanderson, Attorney-in-Fact	08-DEC-2025
0000905148-25-004261	/s/ Benedict Nwaeke, attorney-in-fact for Thomas Collins	08-DEC-2025
0000928054-25-000121	/s/ J. Bond Clement	08-DEC-2025
0001713829-25-000005	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0000928054-25-000120	/s/ J. Bond Clement as attorney-in-fact	08-DEC-2025
0001319127-25-000006	/s/ Maureen Gaffney, Power of Attorney for Thomas R. Venables	08-DEC-2025
0001193125-25-311404	/s/James Evangelista, as attorney-in-fact for Tim Kutzkey	08-DEC-2025
0001969439-25-000005	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001628280-25-055884	/s/ Jeri Williams, by Isaiah Fields, Attorney-in-Fact	08-DEC-2025
0001207632-25-000006	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001628280-25-055883	Sarah Maveus, Attorney-in-Fact	08-DEC-2025
0001215011-25-000005	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001628280-25-055882	/s/ Sarah Maveus, as attorney-in-fact	08-DEC-2025
0000889331-25-000206	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001268885-25-000005	/s/ John C. Grothaus, Attorney-in-fact	08-DEC-2025
0001225208-25-009787	/s/ Erik J. Anderson	08-DEC-2025
0001193125-25-311384	/s/ The Column Group III-A, LP. by The Column Group III GP, LP, its general partner /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0001193125-25-311384	/s/ The Column Group III, LP by The Column Group III GP, LP, its general partner /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0001193125-25-311384	/s/ The Column Group Opportunity III, LP /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0001193125-25-311384	/s/ The Column Group Opportunity III GP, LP. by /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0001193125-25-311384	/s/ TCG Opportunity III GP, LLC by /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0001193125-25-311384	/s/ The Column Group III GP, LP /s/ James Evangelista, Attorney-in-Fact	08-DEC-2025
0000833444-25-000123	/s/ Leanne Michels, attorney-in-fact	08-DEC-2025
0000889331-25-000204	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001500191-25-000006	By: Derrick Walsh For: Edward Ratinoff	08-DEC-2025
0001834249-25-000011	/s /Michael O McCarthy III, attorney-in-fact	08-DEC-2025
0002006999-25-000006	/s/ Christopher Hogbin by Shari L. Soloway under a PoA	08-DEC-2025
0001628280-25-055879	/s/ Sarah Maveus, as attorney-in-fact	08-DEC-2025
0000889331-25-000202	Ryan K. Stafford	08-DEC-2025
0001841794-25-000122	/s/ Mat Ishbia	08-DEC-2025
0001841794-25-000122	/s/ Mat Ishbia, CEO, for SFS Holding Corp.	08-DEC-2025
0001198330-25-000003	/s/ Anthony D'Adamio, Attorney-in-Fact	08-DEC-2025
0000889331-25-000200	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001570469-25-000007	/s/ John W. Schlosser	08-DEC-2025
0001759632-25-000011	/s/ Diedre J. Gray, Attorney-in-Fact	08-DEC-2025
0001960364-25-000006	Heidi M. Krings, Attorney-in-Fact	08-DEC-2025
0001835211-25-000004	/s/ Eric Powers, as Attorney-in-Fact	08-DEC-2025
0001437749-25-037176	/s/ Kevin P. O'Hara	08-DEC-2025
0001263874-25-000007	Heidi M. Krings, Attorney-in-Fact	08-DEC-2025
0001666121-25-000085	/s/ Veena Bhatia, Attorney-in-Fact for Farquhar Scott	08-DEC-2025
0000889331-25-000198	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001666120-25-000083	/s/ Veena Bhatia, Attorney-in-Fact for Cannon-Brookes Michael	08-DEC-2025
0000912282-25-001376	/s/ Elaine Sanders	08-DEC-2025
0001009879-25-000009	/s/ Thomas H. Watson, by power of attorney for Andrew H. Tisch	08-DEC-2025
0001709782-25-000007	Heidi M. Krings, Attorney-in-Fact	08-DEC-2025
0001493152-25-026671	/s/ Steven Wu	08-DEC-2025
0000889331-25-000196	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001835207-25-000039	/s/ Eric Powers	08-DEC-2025
0000700565-25-000059	/s/ Matthew K. Smith, attorney-in-fact for Mr. Melvin	08-DEC-2025
0000889331-25-000194	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0001511298-25-000007	/s/ Howard Diamond, as Attorney-in-fact for  Barry L. Biffle	08-DEC-2025
0000889331-25-000192	Ryan K. Stafford, Power of Attorney	08-DEC-2025
0002044797-25-000003	/s/ Eric Powers, as Attorney-in-Fact	08-DEC-2025
0001123292-25-000713	/s/ Marielle Reints, by power of attorney	08-DEC-2025
0000912282-25-001375	/s/ Elaine Sanders as attorney-in-fact for Tony Giardini	08-DEC-2025
0001883732-25-000007	/s/ Sean Ricker	08-DEC-2025
0001437749-25-037173	/s/ James J Caruso	08-DEC-2025
0001835213-25-000004	/s/ Eric Powers, as Attorney-in-Fact	08-DEC-2025
0001907321-25-000009	/s /Eileen Bagarella, Attorney-in-Fact for Christian Follmann	08-DEC-2025
0001902313-25-000009	/s/ /Eileen Bagarella, Attorney-in-Fact for Kiersten Zaza Botelho	08-DEC-2025
0000912282-25-001373	/s/ Elaine Sanders as attorney-in-fact for Gregory A. Lang	08-DEC-2025
0001768773-25-000009	/s/ /Eileen Bagarella, Attorney-in-Fact for Seth H. Meyer	08-DEC-2025
0001302215-25-000120	/s/ J. Lindsey Alley, Attorney-in-Fact for Irwin N. Gold	08-DEC-2025
0001505910-25-000009	/s/ Eileen Bagarella, Attorney-in-fact for Scott Bluestein	08-DEC-2025
0000092380-25-000147	/s/ Tim Whisler, on behalf of and as attorney-in-fact for Justin Jones	08-DEC-2025
0000065984-25-000186	/s/ Daniel T. Falstad, by power of attorney granted by the Reporting Person	08-DEC-2025
0001902554-25-000005	/s/ Allison A. Westfall as Attorney-in-Fact for Aneesha Arora	08-DEC-2025
0001841319-25-000003	/s/ Eric Powers, as Attorney-in-Fact	08-DEC-2025
0001437749-25-037172	/s/ Michael Messinger	05-DEC-2025
0001437749-25-037171	/s/ Quan Vu, Attorney-in-fact	08-DEC-2025
