ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001222574-25-000006	2847106	Common stock				49300.0				D			
0001222574-25-000006	2847105	Common stock				28678.0				I		Patricia Jones Revocable Trust	
0001722684-25-000090	2846862	Common Stock				39919.0	F3			D			
0001722684-25-000089	2846912	Common Stock				38231.0	F3			D			
0001193125-25-314423	2846973	Common Stock				1236997.0				I		By the Eric Stang & Pamela Stang TR UA 09/02/2004 Stang Family Trust	
0001398344-25-022296	2846871	Shares of Beneficial Interest				0.0				D			
0001143335-25-000026	2847006	Series B Preferred Stock				229262.0				I		By Riverview Financial Corp	
0001143335-25-000026	2847007	Series B Preferred Stock				5320.0				I		By Spouse	
0001143335-25-000026	2847005	Common Stock				333643.0				I		By Fields Management, Inc.	
0001143335-25-000026	2847004	Common Stock				30667.0				I		By Spouse	
0001143335-25-000026	2847003	Common Stock				615260.0				I		By Riverview Financial Corp.	
0001143335-25-000026	2847002	Common Stock				3483955.0				D			
0001213900-25-120176	2847120	Class A Common Stock				42969.0				I			
0001213900-25-120176	2847119	Class A Common Stock				816405.0	F1			D		See footnote	F2
0001213900-25-120175	2847040	Class A Common Stock				5595.0	F2			D			
0001213900-25-120175	2847039	Class A Common Stock				892.0	F1			D			
0001213900-25-120174	2847078	Class A Common Stock				5833.0	F2			D			
0001213900-25-120174	2847077	Class A Common Stock				892.0	F1			D			
0001213900-25-120173	2846991	Ordinary Shares, par value $0.0001 per share				2232500.0	F1			D	F1		
0001213900-25-120166	2847027	Ordinary Shares, par value $0.0001 per share				2232500.0	F1			I	F1	See footnote	
0001213900-25-120165	2847073	Class A Common Stock				773438.0	F1			D			
0001231919-25-000598	2846962	Class A Common Stock				824212.0				I		By Trust	F9
0001231919-25-000598	2846961	Class A Common Stock				132790.0				D			
0001231919-25-000598	2846960	Class A Common Stock				1395750.0				I		By Battery Ventures Select Fund I,L.P.	F8
0001231919-25-000598	2846959	Class A Common Stock				29250.0				I		By Battery Investment Partners Select Fund I,L.P.	F7
0001683168-25-009048	2847057	Common Stock, no par value				75000.0				I		See footnote	F4
0001683168-25-009048	2847056	Common Stock, no par value				17343.0				I		See footnote	F3
0001700842-25-000007	2847103	Class A Common Stock				3429.0				D			
0001245773-25-000004	2847122	Common Stock				6030.0				I		By 401(k) Plan	F4
0001213900-25-120163	2847116	Class A Common Stock				892.0	F1			D			
0001213900-25-120163	2847117	Class A Common Stock				5238.0	F2			D			
0001213900-25-120160	2847074	Class A Common Stock				892.0	F1			D			
0001213900-25-120160	2847075	Class A Common Stock				5595.0	F2			D			
0001213900-25-120155	2847043	Class B Common Stock				269688.0				I			
0001213900-25-120155	2847042	Class B Common Stock				2429624.0				D		By The Rowe Family Irrevocable Trust dated March 13, 2024	F1
0001213900-25-120154	2846839	Class B Common Stock				13481984.0				D		By Spivey Family 2024 Irrevocable Trust U/A dated 5/13/24, as amended	F1
0001213900-25-120154	2846840	Class B Common Stock				2716320.0				I			
0001062993-25-017276	2847029	Common Stock				2142.0				I		By Son	
0001062993-25-017276	2847028	Common Stock				2142.0				I		By Daughter	
0001213900-25-120151	2847090	Class B Common Stock				6749496.0				D		By West Family 2024 Irrevocable Trust U/A dated 3/20/24, as amended	F1
0001213900-25-120151	2847091	Class B Common Stock				1348441.0				I			
0001046257-25-000152	2846863	Common Stock				5937.0				I		Through Cafedan Investments Ltd Trust	
0000029644-25-000151	2846848	Common  Stock				803.0				I		By Benefit Plan Trust	
0000029644-25-000151	2846849	Common  Stock				47.0				I		By Benefit Plan Trust.	
0001628280-25-056346	2846922	Common Stock				180400.0				I		See footnote	F4
0001628280-25-056346	2846921	Common Stock				218907.0				I		Held by spouse	F3
0001106578-25-000039	2846953	Common Stock				166.0				I		by Spouse	
0001106578-25-000039	2846954	Common Stock				324518.0				I		by Trust	F7
0001106578-25-000039	2846955	Common Stock				258117.0				I		by Trust	F8
0001106578-25-000039	2846956	Common Stock				45596.0				I		by Trust	F9
0001517413-25-000345	2847095	Class A Common Stock				50481.0				I		See Footnote	F7
0001517413-25-000345	2847094	Class A Common Stock				109686.0				I		See Footnote	F6
0001517413-25-000345	2847097	Class A Common Stock				156521.0				I		See Footnote	F9
0001517413-25-000345	2847092	Class A Common Stock				2500558.0				I		See Foonote	F4
0001517413-25-000345	2847093	Class A Common Stock				840005.0				I		See Footnote	F5
0001517413-25-000345	2847096	Class A Common Stock				792998.0				I		See Footnote	F8
0001123292-25-000739	2847016	Ordinary Shares				2054978.0				I		By fund for joint account	F2
0001225208-25-009827	2846947	Common Stock				444500.0				I		by GRATS	F1
0001225208-25-009827	2846946	Common Stock				3170505.0				I		By Family Trusts	F1
0001225208-25-009827	2846945	Common Stock				3441119.56				I		By Executive Deferred Compensation Plan	F1
0001225208-25-009827	2846948	Common Stock				54968.66				I		By Issuer's Investment and Tax Savings Plan (401(k) Plan)	F1
0001225208-25-009827	2846949	Common Stock				90363.27				I		By Issuer's Supplemental Stock Purchase and Tax Savings Plan	F1
0001225208-25-009827	2846950	Common Stock				1924.43				I		By Spouse	F1
0001494259-25-000037	2847111	Class A Common Stock				80000.0				I		See Footnote	F2
0001494259-25-000037	2847112	Class A Common Stock				200000.0				I		See Footnote	F3
0001193125-25-314327	2846861	Class A Common Stock				506.0				D			
0001867305-25-000003	2847108	Common Stock				92773.0				I		By Gregory Russotti 2021 Family Trust	
0001679788-25-000244	2846888	Class A Common Stock				11881.0				D			
0001094581-25-000023	2847123	Common Stock				67427.0				D			
0001193125-25-314277	2847000	Class A Common Stock				55968.22				D			
0001679788-25-000243	2846834	Class A Common Stock				526.0				I		By The Brian Armstrong Living Trust	
0001213900-25-120105	2847107	Class A ordinary shares, par value $0.0001 per share				2974551.0				I		See footnote.	F3
0001679788-25-000242	2846985	Class A Common Stock				526.0				I		By The Brian Armstrong Living Trust	
0000818479-25-000288	2847081	Common Stock				24560.17	F1			I		By Family Partnership	
0000818479-25-000288	2847082	Common Stock				21000.0				I		By Gregory Lucier IRA	
0001831631-25-000249	2847085	Class A Common Stock				168283.0				D			
0001193125-25-314250	2846864	Common Stock				52.3	F1			I		By 401(k) Plan	
0001829655-25-000056	2846831	Common Stock				77000.0				I		By Trust	
0001829655-25-000056	2846832	Common Stock				553.0				I		401(k) Plan	
0001201872-25-000015	2847062	Comm Stock-$.16-2/3 value				23515.0				I	F2	Vincent Roche 2024 Grantor Retained Annuity Trust	
0000060667-25-000212	2846893	Common Stock				1896.26				I		by 401(k) Plan	
0001225208-25-009825	2846929	Series B Liberty Formula One Common Stock	F1			118965.0	F5			I		Leslie A. Malone 1995 Revocable Trust	F6
0001225208-25-009825	2846930	Series C Liberty Formula One Common Stock				166171.0				I		Leslie A. Malone 1995 Revocable Trust	F6
0001225208-25-009825	2846928	Series C Liberty Formula One Common Stock				68798.0				I		John C. Malone June 2003 Charitable Remainder Unitrust	
0001104659-25-119985	2846829	Common Stock				6132802.0				I		By Allied Physicians of California, a Professional Medical Corporation	F1
0001104659-25-119985	2846830	Common Stock				1133706.0				I		By the Thomas and Jeanette Lam 2002 Family Trust	
0001104659-25-119982	2847089	Class A Common Stock				16840.0				D	F5		
0002039870-25-000008	2846980	Common Stock				13807.0	F2			D		By Trust	F3
0002039870-25-000008	2846982	Common Stock				11.0				I			
0002039870-25-000008	2846981	Common Stock				5000.0				I		By Trust	F1
0001428563-25-000003	2846835	Common Stock				22400.0				I		Family limited liability company	
0001888686-25-000004	2847079	Common Stock				20840.0				D			
0001874016-25-000005	2847065	Class A Common Stock				852.76	F4			I		By 401(k) Plan	
0001213900-25-120080	2846914	Common Stock, par value $0.001 per share				1563599.0				I		See Footnote	F1
0001193125-25-314183	2846874	Series B Cumulative Preferred Stock				1544623.0				D			
0001628280-25-056303	2846989	Ordinary Shares				111970.0				D			
0001363092-25-000009	2846890	Common Stock				563.36				I		401(k) excess plan	
0001769628-25-000102	2846833	Class A Common Stock				1800.0				I		See Footnote	F10
0001753539-25-000114	2847087	Class A Common Stock				719881.0				I		See footnote	F2
0001437749-25-037391	2847109	Common Stock				3141.0	F3			I		By 401(k)	
0001437749-25-037390	2846958	Common Stock				2876.0	F3			I		By 401(k)	
0001831624-25-000014	2847030	Common Stock				181498.0				I		River Farm Investments, LLC	
0001831624-25-000014	2847031	Common Stock				250000.0				I		By FDS New River Farm 2017 Irrevocable Trust	
0001493152-25-027062	2846873	Common Stock				2500.0				I		Held by Morris Lake Holdings, LLC	F3
0001493152-25-027062	2846872	Common Stock				36378.0				I		Held by Coral Investment Partners, LP	F2
0001104659-25-119968	2847070	Class A Common Stock				864177.0				I		By Norwitt Family Trust	
0001104659-25-119968	2847071	Class A Common Stock				3968.0				D	F2		
0001333454-25-000010	2846903	Common Stock				2275.0				D			
0001594983-25-000032	2846951	Common Stock				250.0	F1			I		Held in children's custodian trust accounts	
0001594983-25-000032	2846952	Common Stock				236690.74	F3			D			
0001594986-25-000032	2847055	Common Stock				301383.98	F3			D			
0001193125-25-314125	2847076	Common Stock				5819.0				I		By ESOP	
0000310142-25-000026	2846898	Common Stock				955.23				I		ESOP	F2
0000310142-25-000022	2847102	Common Stock				3207.72				I		Supplemental Benefit Plan	F3
0000310142-25-000022	2847101	Common Stock				893.51				I		ESOP	F2
0000310142-25-000022	2847100	Common Stock				80.0				I		By Children	
0000351569-25-000043	2847025	Common Stock				2337.0				I		Children	
0000351569-25-000043	2847026	Common Stock				2777.0				I		Family Trust	
0000351569-25-000043	2847023	Common Stock				337.0				I		Spouse	
0000351569-25-000043	2847024	Common Stock				234.0				I		Family Foundation	
0000310142-25-000020	2846986	Common Stock				49.1				I		By Children	
0000310142-25-000020	2846988	Common Stock				507.47				I		Supplemental Benefit Plan	F3
0000310142-25-000020	2846987	Common Stock				559.51				I		ESOP	F2
0000310142-25-000018	2847067	Common Stock				311.37				I		ESOP	F2
0000310142-25-000016	2846841	Common Stock				412.56				I		Supplemental Benefit Plan	F2
0000310142-25-000016	2846842	Common Stock				710.46				I		ESOP	F3
0000007789-25-000198	2846923	Common Stock $0.01 Par Value				15499.26				I		401(k) Plan	
0001193125-25-313977	2846925	Ordinary Shares				36909.0				I		F-Prime Capital Partners Life Sciences Advisors Fund VI LP	
0001193125-25-313977	2846926	Ordinary Shares				434298.0				I		F-Prime Capital Partners Life Sciences Fund VI LP	
0001883925-25-000006	2847068	Common Stock, $0.01 par value				733.93				I		Through 401(k) Plan	
0002100020-25-000003	2846927	Common Stock				2705.79				D			
0001437749-25-037352	2847020	Common Stock				18866.0				I			
0001437749-25-037352	2847019	Common Stock				2856.0	F2			I		By IRA	
0001437749-25-037352	2847018	Common Stock				16415.0	F2			I		By ESOP	
0001437749-25-037352	2847017	Common Stock				23358.0	F1			D		By 401(k)	
0001464633-25-000008	2846971	Common Stock				2839.0				I		By Red Bird Associates LLC	
0001464633-25-000008	2846970	Common Stock				7802.14				I		By Spouse IRA	
0001464633-25-000008	2846969	Common Stock				8628.97				I		As PUGTMA for son	
0001464633-25-000008	2846968	Common Stock				10473.73				I		As PUGTMA for son	
0001464633-25-000008	2846967	Common Stock				130064.63				D		As PUGTMA for daughter	
0001464633-25-000008	2846972	Common Stock				1564.61				I			
0001193125-25-313859	2846899	Common Stock				1155.79	F2			I		By 401(k) Plan	
0002098682-25-000002	2847041	Common Stock				1764.0				D			
0001437749-25-037346	2846588	Common Stock				5810.0	F1			I		Kinetics Partners LP	
0001437749-25-037346	2846589	Common Stock				952.0	F1			I		Horizon Kinetics Asset Management LLC	
0001437749-25-037346	2846586	Common Stock				823923.0	F2, F1			I		FRMO Corp.	
0001437749-25-037346	2846585	Common Stock				5.0				I		Spouse	
0001437749-25-037346	2846587	Common Stock				6900.0	F1			I		Kinetics Institutional Partners LP	
0001775250-25-000006	2846630	Series A Non-Cumulative Perpetual Preferred Stock				100.0				I		Brenneman Living Trust Dated November 2, 2012	
0001775250-25-000006	2846629	Common Stock				132421.0				I		Brenneman Living Trust Dated November 2, 2012	
0001437749-25-037333	2846732	Common Stock				56794.0				I		By 401(k) Plan	
0001113303-25-000012	2846619	Common Stock				205760.0				I		See footnote	F2
0001113303-25-000012	2846618	Common Stock				67505.0				I		See footnote	F1
0000935596-25-000031	2846695	Class B Common Stock				4751974.0				D			
0001628280-25-056241	2846624	Common Stock, $1 par value				54623.0				D			
0001237860-25-000009	2846574	Common Stock				665302.0				I		By 2012 David Rosenblatt Family Trust dtd 11/30/2012	
0001237860-25-000009	2846573	Common Stock				22500.0				I		By 2024 Laura Thalheimer Rosenblatt Family Trust effective 4/1/2024	
0001628280-25-056221	2846809	Class A Common Stock				1540307.0				I		By Cohn Family Trust 5/24/18	
0001628280-25-056221	2846812	Class A Common Stock				1278512.0				I			
0001628280-25-056221	2846811	Class A Common Stock				13194231.0				I		By Cohn Family Investments Trust dtd 5/24/18	
0001628280-25-056221	2846810	Class A Common Stock				9258298.0	F2			D		Rarefied Air Capital LLC	F3
0001656242-25-000008	2846627	Common Stock				888908.0				I		By Limited Partnership	F4
0001493152-25-026991	2846566	Class A Common Stock				325000.0				I		By Cangany Capital Management, LLC	F5
0001493152-25-026991	2846567	Class A Common Stock				100000.0				I		By The Cangany Group, LLC	F6
0000945621-25-001192	2846507	Common Shares				1000000.0				I		By PennantPark Private Holdings, LP	
0000072971-25-000291	2846636	Common Stock, $1 2/3 Par Value				1284.64	F3			I		Through 401(k) Plan	
0000072971-25-000291	2846639	Common Stock, $1 2/3 Par Value				1882.0				I		By Child 3	
0000072971-25-000291	2846638	Common Stock, $1 2/3 Par Value				1882.0				I		By Child 2	
0000072971-25-000291	2846637	Common Stock, $1 2/3 Par Value				1916.23	F4			I		By Child 1	
0001785033-25-000005	2846493	Common Stock				3530.0				D			
0001395064-25-000172	2846680	Common Stock				1781996.0				D			
0000072971-25-000289	2846705	Common Stock, $1 2/3 Par Value				888.37	F3			I		Through 401(k) Plan	
0000072971-25-000287	2846814	Common Stock, $1 2/3 Par Value				103.0				I		Through Trust	
0000072971-25-000287	2846813	Common Stock, $1 2/3 Par Value				416.49	F3			I		Through 401(k) Plan	
0000072971-25-000285	2846475	Common Stock, $1 2/3 Par Value				4783.3	F3			I		Through 401(k) Plan	
0000072971-25-000283	2846702	Common Stock, $1 2/3 Par Value				114029.0				I		Through PCK Family Holdings LP	F4
0000072971-25-000283	2846703	Common Stock, $1 2/3 Par Value				2225.0				I		Through Trust	F5
0000072971-25-000283	2846701	Common Stock, $1 2/3 Par Value				4470.0				I		Through PAH Trust	F3
0000072971-25-000283	2846700	Common Stock, $1 2/3 Par Value				4470.0				I		Through KGH Trust	F3
0000072971-25-000283	2846699	Common Stock, $1 2/3 Par Value				4470.0				I		Through COH Trust	F3
0000072971-25-000283	2846698	Common Stock, $1 2/3 Par Value				36367.02	F2			I		Through 401(k) Plan	
0000072971-25-000281	2846755	Common Stock, $1 2/3 Par Value				273773.57				I		Through Trust	
0000072971-25-000281	2846754	Common Stock, $1 2/3 Par Value				359.99	F3			I		Through Spouse's IRA	
0000072971-25-000281	2846753	Common Stock, $1 2/3 Par Value				14647.81	F2			I		Through 401(k) Plan	
0000072971-25-000281	2846756	Preferred Shares, Series L				25.0				I		Through Trust	
0000072971-25-000279	2846622	Common Stock, $1 2/3 Par Value				733.36	F3			I		Through 401(k) Plan	
0000919574-25-007305	2846569	Common Stock				5625.0				D			
0000919574-25-007305	2846568	Common Stock				60246.0				I		By Family Trusts	F3
0000072971-25-000277	2846523	Common Stock, $1 2/3 Par Value				1264.5	F2			I		Through 401(k) Plan	
0001244781-25-000010	2846600	Air Lease Corporation - Class A Common Stock				2700000.0				I		See footnote	F17
0001244781-25-000010	2846599	Air Lease Corporation - Class A Common Stock				329350.0				I		See footnote	F16
0001244781-25-000010	2846598	Air Lease Corporation - Class A Common Stock				36000.0				I		See footnote	F15
0001244781-25-000010	2846595	Air Lease Corporation - Class A Common Stock				2500.0				I		See footnote	F14
0001244781-25-000010	2846596	Air Lease Corporation- Class A Common Stock				1300.0				I		See footnote	F14
0001244781-25-000010	2846597	Air Lease Corporation - Class A Common Stock				300.0				I		See footnote	F14
0001244781-25-000010	2846594	Air Lease Corporation - Class A Common Stock				19500.0				I		See footnote	F5
0001193125-25-313201	2846714	Class A Common Stock				3027844.0				I		By Trust	F2
